participant,profession,age,leading_hand,sex,languages,education
b52e3a69-a871-47dd-a6ca-237c88f1a221,менеджер,21,правая,женщина,русский,бакалавриат
6c455108-a67f-46d0-a959-5ef38a003e6b,Фельдшер-лаборант,23,правая,женщина,Русский,бакалавриат
f4cb61d7-db5d-472e-a0e1-cfb5c2716cba,абитуриент,18,правая,мужчина,русский,школа
e2f588b3-9250-43e8-aec4-2f2f666f17d4,экономист,28,правая,мужчина,русский,школа
89eff98c-93b4-42de-b2bf-cd5d5d701bc4,Филолог,30,правая,мужчина,Русский,магистратура
26a59624-60d1-4f6d-a0c6-a1f330355892,международник,29,правая,женщина,русский,магистратура
4a36af57-36ac-4ead-a599-61f799824bef,инженер по обогащению полезных ископаемых,32,правая,женщина,русский,специалитет
1cb5b32e-3f72-46f8-b1c7-2331302ad2a0,воспитатель,49,правая,женщина,"русский, украинский",бакалавриат
aa6a29fe-d36f-4493-845d-d6e02308230d,Экономист,22,правая,женщина,Русский,бакалавриат
fe3d2a26-2b2a-4b44-80be-fa2de8708163,юрист,37,правая,женщина,русский,бакалавриат
d9dda2f9-d096-437f-9803-5b3c0ec9c232,Медсестра,25,правая,женщина,"Русский,украинский.",школа
69b570e7-8aec-4958-be7b-30713287fb9b,горный инженер-обогатитель,32,правая,женщина,русский,специалитет
0382c495-bb89-463e-82a1-980542c644b4,юрист,41,правая,женщина,русский,бакалавриат
bfde0814-801d-4e7b-bfb9-eb4babd2ab01,техник механик,35,левая,женщина,русский,специалитет
1e9b762a-9d5e-4eb8-af3c-65473bf0e8c7,Юрист,43,правая,мужчина,Русский,бакалавриат
460aca3f-f3c8-462a-9685-828c47ffbbd9,программист,55,правая,мужчина,русский,специалитет
c03acd18-0573-4303-aa43-2d1a02d980df,Фельдшер,20,правая,мужчина,Русский,специалитет
f30f7384-cd57-4cfd-b0bd-22bd3fa481b5,Специалист по информационной безопасности,21,правая,женщина,Русский,специалитет
8aa1d204-71fa-42d7-875f-d52dc8080212,переводчик,19,правая,женщина,русский,средняя школа
c20d60ab-a704-4d13-8241-a519d5339cda,экономист,27,правая,женщина,"русский, украинский",магистратура
9686e53d-3f95-49be-86be-49220a8e9629,оператор банка,20,правая,женщина,русский,средняя школа
f8972e90-6ae8-4440-a779-4ba58a58ef77,Програмист,18,правая,мужчина,Руский,специалитет
4eb7eac5-eea1-4108-a001-93fde158c94b,учитель,22,правая,женщина,"русский, украинский",магистратура
cbca8666-5bb1-4e84-9e9e-60de8e65dce6,безработный,28,правая,мужчина,русский язык,средняя школа
f5bc4f90-9d5a-4679-92c2-6100084202a6,Инженер,31,левая,мужчина,"Чувашский, Русский",бакалавриат
f8e586a7-4c9f-459e-aa5b-67fa26739f26,экономист,40,правая,женщина,"русский,украинский",специалитет
3cc8f974-cecc-4676-8d97-cb08684d562e,маркетолог,44,правая,женщина,"русский, украинский",специалитет
63cd1fda-d5b7-46f6-83af-4f3ce9278d1d,Студент(Программист),20,правая,мужчина,Русский,школа
b2794320-f265-4afc-8267-c6b65ae49ccf,программист,21,правая,женщина,"русский, украинский",бакалавриат
1b3961b4-36be-4c8b-8886-07a37c438632,воспитатель,39,правая,женщина,русский язык,бакалавриат
a318a2dc-5002-46fe-9b1c-02a9bec62928,преподаватель,36,правая,женщина,русский,бакалавриат
6d26eb4e-3c1a-4bb4-8efd-94bb6da6ec60,швея,34,правая,женщина,русский,средняя школа
2c40e316-97e0-4090-8845-26413ccacae8,пенсионер,59,левая,женщина,русский,средняя школа
d4b99df2-7ac8-483c-9205-79778e2c02dd,юрист,44,правая,женщина,русский,магистратура
e36d2134-ba2c-40bb-b5ba-827a17a055ed,водитель,31,правая,мужчина,русский,школа
178c71bf-26f3-4816-bf4d-91480127962c,педагог,31,правая,женщина,русский,бакалавриат
2cfe720a-8d0c-4d0d-af93-6fce0959a265,Менеджер,31,правая,женщина,Русский,бакалавриат
99b66ac1-a2f9-403d-851d-123be278d19e,экономист,43,правая,мужчина,русский,бакалавриат
26d5cb4e-f464-467d-b045-caaaa56e9676,учитель,47,правая,женщина,татарский,бакалавриат
c00815e2-134c-4db8-ab96-1cff7cfe257f,бухгалтер,39,правая,женщина,русский,специалитет
0400e8b8-3251-48e6-ac97-1296fc34b27d,юрист,19,правая,женщина,русский,бакалавриат
7d7a2ea3-80b5-4bf6-86d5-340854c2f36b,модельер-конструктор одежды,31,правая,женщина,руский,специалитет
20b6112e-1e7a-4ff5-a148-faa8808d20c0,Инженер специализированных компьютерных систем,24,правая,мужчина,"Украинский, Русский",магистратура
6e6ce5cb-a87a-41dc-8e01-3d018a304ef2,экономист,43,правая,мужчина,русский,бакалавриат
9a9ef6e2-9440-4084-9cd7-ab61211bb1c9,Товаровед,20,правая,женщина,Русский,бакалавриат
faa7789c-85e5-4002-9b3a-59b96b31cab9,инженер,34,правая,женщина,русский,магистратура
652edde2-7fba-4b48-8a58-b684b78018a9,юрист,34,правая,мужчина,Русский,средняя школа
95bfda26-d914-47a8-a5ce-8d25eace0830,"Телефонист, телегафист",29,правая,женщина,Русский,специалитет
a96deb2a-e69d-4d28-a74b-7ea164965e09,реализатор,35,правая,женщина,русский,специалитет
05565852-859d-4a69-92ba-d6e54db7eb6a,юрист,44,правая,женщина,русский,магистратура
d9540120-9e5e-430e-991a-e46c9f0022de,слесарь,46,правая,мужчина,русский,средняя школа
405ecb72-7ab5-4f9c-b445-0e09bb8c1a22,инжинер,24,правая,мужчина,русский,магистратура
0531412e-edac-4578-80c3-3153f4dd3ae7,технолог,41,правая,мужчина,"русский,татарский",бакалавриат
0e7f8b60-157f-4175-ac8d-1d715d54f192,учитель,28,правая,женщина,русский,специалитет
74789106-3342-486f-82e8-9e55540e37b8,аналитик,32,правая,женщина,русский,специалитет
d989d667-117a-4aea-8199-dc195e424c92,инженер,44,правая,женщина,русский,специалитет
12b82e03-d21a-4d81-8fdb-d461b5a973d1,информатик,31,левая,женщина,русский,средняя школа
ca91ed0b-820d-4b84-9503-9538ca8a4d8c,инжинер,26,правая,женщина,русский,магистратура
684f8442-e452-44ce-a827-a2919df5169a,геолог,60,правая,мужчина,русский,бакалавриат
5ecc68e2-0587-468c-8d2f-fc541515ec97,перукар,39,правая,женщина,руский,средняя школа
47f6dbf6-7a33-4535-8301-6f800dcef035,Эколог,27,правая,женщина,Русский,бакалавриат
8fbab7d6-9229-4475-8657-cade678f34c7,инженер,53,правая,мужчина,русский,специалитет
3ed83c40-ef54-49f5-899e-d80bd1a061e6,геолог,60,правая,мужчина,русский,бакалавриат
a6ba2283-161a-4625-9fa9-8704ccbc303b,"Студент, музыкант",19,владею обеими руками одинаково,женщина,Русский,школа
6cacf9de-bba8-4e08-beb1-71ed0962739e,юрист,21,правая,женщина,русский,школа
51e7ba08-d120-4ceb-af2a-4a12735a9586,програмист,26,правая,мужчина,русский,школа
cf8c6590-d5a6-4cb3-9258-496c5677d8dd,экономист,36,правая,женщина,русский,магистратура
f04d3ca4-bb7a-4d8a-93f6-067ae514db20,техник-инвенатризатор,21,правая,женщина,русский,специалитет
2d2b947c-c16f-4ab2-b475-3f3f68981018,художник,51,правая,женщина,русский,школа
7a53e111-f99b-4d44-98f4-6bccdaf402b5,инженер,44,правая,женщина,русский,бакалавриат
b0a9fb65-c302-47c9-bd76-5aab4cb8e0eb,инженер-конструктор,27,правая,женщина,русский,специалитет
cdbfe60e-e85d-4410-919e-da671eeffb45,инженер,24,правая,женщина,русский,специалитет
94433af7-085b-4f5e-a840-e6de2f26a485,Студент,19,правая,мужчина,Русский,школа
e0c50fc1-e6f8-4754-b4b5-1b7eed0e3fb1,Почвовед,32,правая,женщина,Русский,специалитет
c51b28c7-d3cf-4d56-aac7-26782cc5f857,Логист,24,левая,мужчина,Русский,бакалавриат
df7496f2-1d51-41bf-b004-69724a2d473c,психолог,27,правая,женщина,украинский,специалитет
385efe8f-a18d-4592-9bac-b8036d44c97e,оператор пк,35,правая,женщина,русский,средняя школа
fe59a17a-41cb-4a0e-9cca-05dfb7e4a4b0,менеджер-экономист,32,правая,женщина,русский,бакалавриат
26197f82-101d-42d9-8e55-b0a09c591c35,экономист,25,правая,женщина,русский,бакалавриат
ccb34bbb-771f-419a-8082-de8ba39f82e7,спасатель,30,правая,мужчина,украинский,бакалавриат
44ae9492-22d9-42fa-88ff-38bb6001e27a,дизайнер,33,правая,мужчина,"русский, английский",специалитет
7c308037-f005-412d-9097-0a0e00575d9e,аналитик,32,правая,женщина,русский,специалитет
7e1d8468-0bf9-436c-a11f-8970c807d941,педагог,42,правая,женщина,русский,бакалавриат
a0a8fd30-08d0-4fa2-beb3-22e9a2a5aeef,инженер электронщик,49,правая,мужчина,"русский,украинский",магистратура
77fd16ac-be45-4c75-9843-590c9bef8c3d,Психолог. Преподаватель психологии,35,левая,женщина,русский,специалитет
23e4c191-092b-4a5d-bf5f-a6ef8a771405,реализатор,35,правая,женщина,русский,специалитет
c1815871-d2fe-4345-8c44-06bf86a93850,Программист,19,правая,женщина,Русский,средняя школа
a8598501-f254-4b02-adb0-0cc697e0c95f,электромонтер,20,правая,мужчина,русский,школа
94a03561-b674-42ef-a829-58f015dfca2d,бухгалтер,37,правая,женщина,русский,аспирантура
01669735-7790-474d-92be-7e651518c270,Механик,28,правая,женщина,Русский,магистратура
b6a696fb-9d90-4fc4-b0a0-1bbc2c97ea2d,парикмахер,31,правая,женщина,русский,школа
1034311c-8f09-446a-b4ec-ae1813fc3d52,технолог,41,правая,мужчина,русский,бакалавриат
5aae7712-500e-4ac8-b388-e2dfc9e50bdb,домохозяйка,30,правая,женщина,русский,бакалавриат
f06ecdb1-9f4d-447e-9e2a-0c850be32225,экономист,41,правая,мужчина,русский,специалитет
41ea4d91-bafc-4652-b61d-2c6e1c782791,инженер,39,правая,женщина,русский,специалитет
a22a02fe-efc3-4ebc-89f1-5b55d215dc84,Ветеринарный врач,24,правая,женщина,Русский,специалитет
c549b628-b0f5-4043-a164-f9a52398fdbd,Фельдшер,19,правая,женщина,Русский,специалитет
0210595e-c689-419a-8b63-d5856a4644a4,социальный работник,33,правая,женщина,русский,специалитет
5d19f3b1-70cf-4920-b8f2-5f95d77e4850,психолог,39,правая,женщина,русский,специалитет
f899fa41-74a4-4c19-affd-94b85abb9f40,фельдшер,20,правая,женщина,"украинский, руссский",специалитет
ed042588-fb77-4537-adb6-b2ece5ed5683,телекоммуникация,36,правая,мужчина,русский,специалитет
b2cec4cc-d72e-4942-a2e8-ec474aaab56a,психолог,39,правая,женщина,русский,специалитет
c3043899-752d-4b28-b439-bd28c1eb7c51,инженер электронщик,49,правая,мужчина,русский,магистратура
9810627c-9a8e-4056-9e77-9f4f4f78c035,Экономист-бухгалтер,24,правая,женщина,Русский,бакалавриат
c806694a-143b-45ca-bcb5-04146ae0f25b,экономист,25,правая,женщина,русский,магистратура
485a2a63-769f-42b3-b3f9-d5b259c53d5b,ветеринарный врач,24,правая,женщина,русский,специалитет
26987724-90d2-4ff9-a969-31acbc5fa791,географ,23,правая,женщина,русский,бакалавриат
ec0fee25-38e7-4055-b256-34fdfee2755a,инженер,33,правая,женщина,русский,специалитет
0f6b1be1-f694-4a71-a68f-a61eb167739f,Газорезчик,27,правая,мужчина,Русский,средняя школа
8e89c169-32ae-4de6-9d96-422dae273f12,Бухгалтер,27,правая,женщина,"Русский, украинский",бакалавриат
2b0bcac5-c9a1-454c-a9e4-6b7d37f2de1a,госслужащий,50,правая,женщина,русский,специалитет
cdc99ab8-3d23-43e4-ac5a-c85ff843a632,Юрист,24,правая,женщина,Украинский,бакалавриат
2f65ab85-3c81-4f0c-8217-95852fd10f85,юрист,42,левая,мужчина,русский,специалитет
4fb953fd-86b7-4103-bde7-b22090019876,психолог,39,правая,женщина,русский,специалитет
00101623-5696-4e6f-95d0-685ddf9a4dc0,Программист,18,владею обеими руками одинаково,мужчина,"Русский, Узбекский, Английский",средняя школа
09a5b701-7ec6-4837-b018-6aaed7812924,геолог,60,правая,мужчина,русский,бакалавриат
e2eca3c9-3f0b-4143-830c-7346053dc3e4,"геодезист, журналист",55,переученный левша,мужчина,русский,бакалавриат
a7cd8227-4d96-4a6d-8262-d0364e442637,каменщик,38,правая,мужчина,русский,средняя школа
792ac617-9112-49f2-9070-348cca7efdfc,химик,29,правая,мужчина,"руский, украинский",специалитет
fcd642a5-3e34-443e-9693-6802d4e3a6e2,повар,28,правая,женщина,"русский, украинский",специалитет
9b1bac85-cd66-4e8d-8dcb-601169649c16,психолог,39,правая,женщина,русский,специалитет
c227246a-bf11-4086-9606-fbbf8128d2cc,финансист,31,правая,женщина,русский,бакалавриат
3295b8ff-8193-4f5e-ba9f-5c09e9197928,Архитектура,18,правая,женщина,русский,средняя школа
f003ed82-650d-43c4-a0ea-f50456567627,педагог,26,правая,женщина,русский,специалитет
158d3b91-49e3-46cd-9f03-0f043cb3f895,Русский,18,правая,мужчина,Русский,школа
acfaa0b4-952d-4198-b511-6dbfd3b3ba33,специалист социальной работы,45,правая,женщина,русский,бакалавриат
1e7c59c5-da0b-4488-9041-6a5837720fa4,юрист,42,левая,мужчина,русский,специалитет
ae2f53eb-88b0-448e-9b1f-6b677d18b62c,экономист,50,правая,женщина,русский,магистратура
2a6eeed7-9165-44fd-a303-570bb41cfe25,Инженер,27,правая,мужчина,"Русский, Украинский",магистратура
13de7fdc-6779-4a10-84a8-7e08c7129b4f,Студент,22,правая,женщина,Русский,специалитет
28976401-8096-4705-91ce-b7d388a468f4,Электрик,19,правая,мужчина,Русский Украинский,школа
9b70a1a0-d79b-420a-a9e2-9c752e1e86c3,Электрослесарь,25,правая,мужчина,"Русский, белорусский",школа
221f8901-2f7d-4046-a12a-1099295ea868,эколог,32,правая,женщина,русский,магистратура
247bc07e-276d-4882-9b25-5df39599c928,физик,31,правая,женщина,русский,специалитет
d3f14cd6-148a-4769-84d8-580c1e063254,паркетчик,37,правая,мужчина,русский,средняя школа
1d9ee92d-5a7e-4051-8485-c1216f66a7b6,Оператор,22,правая,женщина,Русский,средняя школа
824c0fdc-375a-4792-bf48-f959accda191,"Инженер землепорядчик, геодезист",22,правая,мужчина,"русский, украинский, английский",специалитет
5b5418e8-91ae-4764-b12b-185947d6f233,экономист,34,левая,женщина,русский украинский,бакалавриат
15ac5935-a611-4efe-af13-89126890f4e4,техник,35,правая,женщина,русский,специалитет
a11c719f-196c-45a8-90e0-d6a039365e1b,швея,58,правая,женщина,русский,средняя школа
b7f72010-47bb-4a33-a913-bf7309641aa2,техник-технолог,23,правая,мужчина,русский,специалитет
f4121b67-6a7e-48a4-870b-c11be2c78253,психолог,27,правая,женщина,украинский,магистратура
5dc340bf-e2db-4860-a53f-80fee6dc568b,лингвист,19,правая,женщина,русский,бакалавриат
24efb0d3-e798-4b97-9b0a-8d21b020c5d8,педагог,32,правая,женщина,русский,специалитет
9fcd8156-efd5-4173-85be-08228dfd6844,банкир,32,правая,женщина,русский,бакалавриат
efea19db-e966-4314-a375-41f23d2ccaf3,механик,45,правая,мужчина,русский,бакалавриат
bf6e4379-7a9a-4303-866e-86c4701ae5c9,"парикмахер,мастер маникюра",26,правая,женщина,русский,специалитет
26852508-65f2-4844-b056-f430aa2f4943,Инженер,26,правая,женщина,Русский,специалитет
79399867-5056-45b6-920a-a480b33d8203,психолог,29,правая,мужчина,русский,специалитет
b456d9e1-038b-4e43-a381-887b44484041,режиссер,19,правая,женщина,русский,школа
10daa538-bfb0-41f1-9a80-1ca60b623941,Техник по компьютерным системам,21,правая,мужчина,Русккий Чувашский,специалитет
51c5673e-98d9-4fdb-b177-d93cb41ff528,повар,30,правая,женщина,русский,средняя школа
4551e792-e83a-4bfb-86f5-d154b02e7451,бухгалтер,32,правая,женщина,русский,специалитет
5e88c819-fca9-469a-b634-09afbeb288b7,Студент,20,правая,женщина,Русский,средняя школа
f4a78297-8a04-42d4-84c5-d671bf8f1b02,финансист,55,правая,женщина,русский,специалитет
8eec6719-fae2-4a2d-8785-bfeadbdf41b4,рабочий,57,правая,мужчина,русский польский украинский,средняя школа
257ea0ec-bd24-454a-a64b-424d2aa3a1c9,учитель,41,правая,мужчина,русский,специалитет
0b1e1d30-b174-45e3-af5e-1be7d4329fe3,педагог,38,правая,женщина,русский,магистратура
ba45a4ff-35f8-49b1-ac3b-c7b991a2ad73,финансисит,55,правая,женщина,русский,специалитет
912d2fa7-d85d-4ca0-abfd-3236cf9d9690,Электромонтер,19,правая,мужчина,Русский,специалитет
b4bbc0e2-54b1-4a81-841a-9089e0314f25,экономист ж/д транспорта,58,правая,женщина,"русский,украинский",магистратура
ac9110d2-bb4b-415a-ae3e-0b5de4cfa83a,учитель,44,правая,женщина,русский,бакалавриат
53ecb286-1ca9-4214-9cce-c51a8ba8a771,учитель русского языка и литературы,28,правая,женщина,русский,специалитет
e81d37bc-0c31-4cfe-8840-89bb650077f1,учитель математики,24,правая,женщина,русский,бакалавриат
d8e3eaed-8297-48f0-825d-bcb296038eaf,Юрист,27,правая,женщина,"Русский, украинский.",специалитет
9c8ed397-df92-4281-9b78-27c8d27d8dca,электрик,27,правая,мужчина,русский,бакалавриат
58dbe60c-13e5-4177-a4a8-c71c93a153b0,высшее,39,правая,женщина,русский,бакалавриат
7b6905f6-ec7f-4b4a-9a6f-6290a489b16e,учитель русского языка и литературы,28,правая,женщина,русский,специалитет
37b76d45-e506-470c-beed-02f7a301787d,Инженер,25,правая,женщина,"Русский, украинский",магистратура
a9972853-28fe-4d34-abab-abf6de1dbfb3,Патологоанатом,18,правая,женщина,Русский,школа
be96741b-e2cc-434b-ac12-bd94e62a94b7,учитель математики,24,правая,женщина,русский,бакалавриат
e8840631-0383-4c72-8f47-ee5369db430b,мама,32,правая,женщина,русский,средняя школа
81d4ace3-670b-4130-91f1-8f821fba7ed4,финансист,45,правая,женщина,русский,специалитет
202fa787-232f-475b-863a-067f3e6fdf79,менджер,24,правая,женщина,русский,бакалавриат
53fda7b2-fa47-4391-886a-1810c6081044,экономист,18,правая,женщина,"украинский, русский",школа
49931de9-4087-44c2-9dab-fd66e098f412,инженер,46,правая,мужчина,русский,специалитет
dff68977-e740-494c-9744-9378b2442ceb,программист,18,правая,мужчина,русский,средняя школа
b62e94aa-18a4-4b66-903b-f35d95d67e46,формально никто =),23,правая,мужчина,русский,средняя школа
53e3f238-c8cf-4c09-9f5b-fa358ac4920b,техник,46,правая,мужчина,русский,школа
ac0b9841-3e6a-4abc-9bfd-733e5f6c56ee,Журналист,24,правая,женщина,русский,бакалавриат
10300d0b-1896-4340-a8e7-5012288171c3,инженер,42,правая,мужчина,русский,средняя школа
e13f0966-7d1b-487a-a124-b841c85b50c0,менеджмент организаций,35,правая,мужчина,русский,бакалавриат
8cf1e70d-86eb-406c-a7fc-539afd23afda,эколог,29,правая,женщина,"русский, украинский",магистратура
8750962f-a6a5-4bf9-b157-39a7668999c5,Повар-технолог,25,правая,мужчина,Русский,специалитет
56adf6aa-a3ac-4bd9-b450-94bf7b46c52d,экономист,32,правая,женщина,русский,бакалавриат
5fe94209-b831-4711-8298-4b1eca36fc94,литературный работник,27,правая,женщина,русский,специалитет
2221676d-1ed7-4a60-9455-76b62b05e35a,оператор пэвм,41,правая,женщина,русский,бакалавриат
b113037f-e7fa-41f8-9534-ae3f45028eb0,никто,58,левая,женщина,русский,докторантура
e15eaf5e-7c53-442d-a918-d4288730a0a1,Без образования,25,левая,женщина,Русский,школа
6932bda2-95d7-48d4-b038-2b6f01c626cf,Инженер специализированных компьютерных систем,24,правая,мужчина,"Украинский, Русский",магистратура
4ed31497-342b-4891-9e52-e58b8f749359,Нет специальности,35,правая,женщина,Русский,средняя школа
7740f354-8a8c-4879-94a6-ca58b7442227,админестратор,41,правая,женщина,heccrbq,специалитет
89e56823-9786-478f-bcaa-1f33cfe50fcc,социальный работник,33,правая,женщина,русский,специалитет
1a9784cf-6bdd-41c4-bfe6-387a90e792dc,Логист,22,правая,женщина,Русский,бакалавриат
11ff8ec2-6d0a-4e62-959d-82052a322e79,Русская,32,правая,женщина,Русский,специалитет
3e863a6d-6bff-48ec-bfc3-0352806d9c55,инженер,31,правая,мужчина,русский,бакалавриат
e5becd5f-ec67-4694-9333-6cf7980052b9,-,23,правая,женщина,русский,школа
d1408488-e3b1-4468-9673-eceb8e2122c1,инженер,39,правая,женщина,русский,специалитет
f5f786a8-07e6-4b31-982c-ae7d600964a7,телекоммуникации,36,правая,мужчина,русский,специалитет
d0ddab29-63f8-4b11-b8ae-9937d7947c2d,никто,32,переученный левша,мужчина,русский,средняя школа
0f83691e-282a-4aa5-8738-361c3ff9ef3b,дизайнер,27,правая,женщина,русский украинский,школа
1c544054-9bb3-4c7f-ba23-e51609c18b25,специалист,50,правая,мужчина,русский,бакалавриат
7741dbc7-8183-46fc-b3de-d4472ab99333,оператор компьютерного набора,42,правая,женщина,"русский, украинский",магистратура
56b2d0fa-57f5-4b87-b7ee-843b76870571,финансист,24,правая,женщина,русский,бакалавриат
88dbca3c-fc9c-487f-b588-d15873edb4e7,"научный сотрудник, преподаватель",65,правая,женщина,русский,аспирантура
3cc0a5b6-c4ca-4848-be0b-5a52e221c3c8,редактор,42,правая,женщина,русский,аспирантура
4cb68bf8-3cc7-4fb1-aad7-fee19737807a,Руска,22,правая,мужчина,Руска,аспирантура
541d1fe0-d117-4d01-a010-d41bb3570f64,Студентка,19,правая,женщина,"Русский, удинский",школа
0860570f-77af-4ef6-a870-de9fb0efa5f2,лингвист,27,правая,женщина,русский,специалитет
3ffc3368-9bb4-4a28-9e5f-162ea7e702e7,преподаватель,50,левая,женщина,русский язык,специалитет
13de70c0-a86e-4c22-8c8c-3ca97d91fe8b,филолог,31,правая,женщина,русский,аспирантура
a927e332-7731-4be5-851d-907e425b1f96,экономист,28,правая,женщина,"русский, украинский",магистратура
0886e675-538e-4e05-b89b-85507fa596d1,электрик,36,правая,мужчина,русский,специалитет
a848fb7b-295d-4c65-8a7a-d28ef3e6808a,преподаватель,50,правая,женщина,русский,специалитет
64992322-8631-4bbf-8684-241f33ee69ef,филолог,32,правая,женщина,русский,магистратура
e50cdaea-75e6-4f39-ac43-5e98c2f6a38c,электромонтажник,46,правая,мужчина,русский,бакалавриат
7717d649-d4fa-4adf-936f-d23ac6bb4759,математик,52,правая,мужчина,русский,магистратура
0f0a89b8-1968-48c3-8b2e-0c485376bc55,слесарь,61,правая,мужчина,русский,средняя школа
864ea42c-ec96-4e1c-8aba-2f7726ff94e5,математик,63,правая,мужчина,русский,специалитет
67dfd649-4a57-4322-8e86-c9d819dd87b4,бухгалтер,41,правая,женщина,русский,специалитет
4699f920-18c5-4ce1-bffa-24933571b1a9,ИТ,58,правая,женщина,русский,специалитет
0af73560-9464-445d-af7f-9d61b758561b,-,30,правая,женщина,русский,средняя школа
711a9459-1199-4c0e-8193-b59bf5b6447a,-,30,правая,женщина,русский,средняя школа
a2f66de8-833a-42c2-bc8a-ae3189b6582c,преподаватель,63,переученный левша,женщина,русский,аспирантура
38e4bb65-285b-43a8-952d-59bfd4f8bbd4,парикмахер,26,правая,женщина,"русский,украинский",специалитет
68166c74-42c4-4c7b-b612-842fd338a922,инженер,29,правая,мужчина,русский,бакалавриат
49ae2204-f152-41d5-beab-dcc51ae2b7f0,домохозяин,45,правая,мужчина,русский,средняя школа
989e1631-498a-4e5f-8c7a-f6588883e90c,доктор,48,правая,женщина,русский,специалитет
70135865-3090-4805-80bf-bf99100fb3e0,редактор,45,правая,женщина,русский,аспирантура
43200ddd-c4c8-49d1-8919-58b9141de69f,бухгалтер,31,левая,женщина,русский,специалитет
58d81335-396a-42ae-a1b2-881997eb54f3,лингвист,43,правая,женщина,русский,специалитет
f7938024-9512-4dbf-9208-8f9eca121305,экономист,34,правая,женщина,русский,специалитет
12684aa9-0597-41de-9b5e-e6c9c1dab793,экономист,34,правая,женщина,русский,специалитет
a64ac7a8-a32e-4719-95bd-3a53c3975c72,физик,51,правая,мужчина,русский,специалитет
0db649de-cbe2-4d67-8244-ecc6fef67eda,учитель иностранного языка,40,правая,женщина,русский,бакалавриат
4d0730d5-017a-4455-85a7-b045991b942a,филолог,35,правая,женщина,русский,специалитет
78e1a2a2-7325-4d64-8563-c5db93c1b6f6,повар,19,правая,женщина,русский,школа
bdd1e73c-1d94-48c7-ad32-f513ca49bd1d,врач,41,правая,женщина,русский,специалитет
31446981-2c5a-4452-a37d-fe15be957cfc,Экономист,35,правая,женщина,русский,специалитет
f6eeae07-f2f4-4d4c-8ec9-57e635551896,педагог,37,правая,женщина,русский,бакалавриат
a0afd396-55f6-4dae-9625-ca0508d84a09,бухгалтер,39,правая,женщина,русский,специалитет
eb06db20-6401-4a6a-82f0-d3c97c7888c6,специалист по связям с общественностью,33,правая,женщина,"русский, английский",специалитет
d6be3e1e-3500-41dd-8be5-29969120ab65,финансист,23,правая,женщина,"украинский,русский",магистратура
d001d10b-052d-4533-b7ab-e8518c1edf70,финансист,23,правая,женщина,"украинский,русский",магистратура
a6776719-5294-46fb-933d-19b9e30ff3a8,IT,30,правая,мужчина,русский,бакалавриат
473e0f26-6427-4ea6-9be3-d94705e88afb,слесарь МСР,58,правая,мужчина,русский,средняя школа
bcfd6648-c2b4-4d17-8048-f45e164781e2,IT,30,правая,мужчина,русский,бакалавриат
026a779e-b1a2-4f3a-a9fc-9c2e680a05a3,лингвист,38,переученный левша,женщина,"русский, эстонский",магистратура
e32700cf-5697-4270-bfcc-2aadcb59e122,каменщик,26,правая,мужчина,русский,бакалавриат
35ed105b-0ea0-447b-85ed-d40e26e5f615,инженер-программист,25,правая,женщина,русский,бакалавриат
20cfb083-975c-4071-b814-3639d98cf428,Продавец,36,правая,женщина,Русский,школа
61a12099-fda1-4f6b-9ab4-92f541a08fc7,библиотекарь,34,правая,женщина,русский,специалитет
f312daa7-f0d7-48a0-9396-968e42fe5b90,менеджер,40,правая,женщина,русский,бакалавриат
54e1d678-9b0b-41e2-84fa-9876de7225a5,социолог,34,правая,женщина,русский,специалитет
3e36c22f-9ab1-44ca-8b15-4166bb768bc5,математик-прикладник,38,правая,женщина,русский,специалитет
631f2892-ca67-406f-af32-24f13000a2d1,-,22,левая,женщина,Русский,средняя школа
81486548-2690-4106-89e4-8dadd040043d,инженер,56,правая,мужчина,русский,специалитет
646ecebe-a11c-4160-bf62-e329ab0e07a0,юрист,41,правая,женщина,русский,бакалавриат
a4e908db-fe94-4491-b3b8-61b65cae46c6,техник,47,правая,мужчина,русский,специалитет
eb5ad91c-9db7-4a40-a79e-739183cb68e7,экономист,30,правая,мужчина,русский,бакалавриат
ddebbd2b-6cc3-4b65-a207-f991a242ba40,инженер по автоматизации,29,правая,женщина,русский,специалитет
e98f5702-ad11-4106-ab9d-57f8c1042e63,Экономист,27,правая,мужчина,Русский,специалитет
9163e287-6acd-42c3-8e1b-1c0c4113d14b,бухгалтер,30,правая,женщина,русский,специалитет
41e6dce6-73d7-4da9-9dc8-4d420781fb35,инженер,38,правая,женщина,русский,специалитет
6e3f772f-3401-4070-b421-9172266130ef,оператор,34,правая,женщина,русский,специалитет
91dd50c0-4384-4601-90ed-888850e210ba,Водитель,49,правая,мужчина,Русский Украинский,средняя школа
d816cf12-744e-4ed5-823d-ffde930bbeb0,Водитель,49,правая,мужчина,Русский Украинский,средняя школа
a36879a0-3df2-417d-90c6-b5848fc35d0d,нет профессиональной специальности,29,правая,мужчина,русский,средняя школа
856a18e2-5064-4a95-ad50-5e5a08f45da5,менеджер,44,правая,мужчина,Русский,специалитет
6dceeb31-e535-4361-a355-42017e4b23ed,Программист,19,правая,женщина,Русский,школа
89ceeb8e-2f6b-4fb6-bda4-0828f8ed1820,Педагог,26,правая,мужчина,Русский,бакалавриат
c45286d0-b72a-4954-b556-25944eab5733,юрист,37,правая,мужчина,русский,магистратура
