participant,profession,age,leading_hand,sex,languages,education
f37e7cd8-d821-4ed4-adf0-a133b1064f0f,химик,27,правая,женщина,русский,аспирантура
c0e4364f-67f5-4f79-8a0e-2a40ed8ae217,Менеджер гостиничного сервиса,30,правая,женщина,Русский,специалитет
d8f97877-2014-4d6b-b8d6-f3a9aca137a8,судоводитель,51,правая,мужчина,русский,магистратура
9bb61fc1-a951-4c67-bcbc-a4c9bb31c156,конструктор швейных изделий,51,правая,женщина,русский,специалитет
2cf0b17d-ae94-4b02-8004-43559b3c2c82,Брошюровщик,36,правая,мужчина,Русский,специалитет
b0ccfcea-cc09-42cd-9448-2251bb8e7ae2,никто,32,переученный левша,мужчина,русский,средняя школа
59c9ef25-5a70-4243-ae16-c002a6450b63,техник,47,правая,мужчина,русский,специалитет
ade137e6-a0fc-457b-a7fc-712a3e46c3f2,диспетчер,54,правая,женщина,русский,средняя школа
b2176226-82c8-44ce-814e-4c70811ab216,конструктор швейных изделий,51,правая,женщина,русский,специалитет
d36ed9f4-64cb-4c7f-8992-9b0b86f58ae6,учитель истории,36,правая,женщина,русский,специалитет
522ad13e-2d17-428d-8e0d-f5cc3fba9cd4,Специалист,26,правая,женщина,"Русский, украинский",бакалавриат
b8176215-84f7-44d3-a984-0b85de939aa1,студент,18,правая,мужчина,"русский, английский",средняя школа
ebf4d4dd-840f-474e-8ac8-7d7599f5bbd2,филолог,22,правая,женщина,"русский, турецкий",бакалавриат
5f0fa2e3-90f8-4f70-9520-9ce0d823c5b5,Нету,20,правая,женщина,Русский,средняя школа
801083ba-4917-4f19-bb34-e7c02779abbc,инженер,28,правая,женщина,русский,специалитет
fa86a588-f318-48e4-aade-d7c8e061e4a6,инженер,52,правая,женщина,русский,бакалавриат
14868c61-7aa6-4964-b701-4b12825ce69a,полиграфист,49,правая,женщина,русский,средняя школа
6d04a4c3-1842-498c-b8fd-09ad8d2a7539,Бариста,19,правая,женщина,Русский,средняя школа
684cd77a-2697-4e73-99c9-545065c34d37,инженер,37,правая,мужчина,Русский,магистратура
da5d5c81-2c0c-443e-8c55-c65ba449d22d,Нет специальности,42,правая,женщина,Русский,школа
75059f0c-e1d8-4868-966c-aee05e0ab3c6,Эколог,22,левая,женщина,Русский,бакалавриат
45996655-cf75-4753-95b5-29cbbaa07980,студент,18,правая,мужчина,"русский, английский",средняя школа
32e964ee-5def-452e-9066-04b6abe3aca6,технолог,28,правая,женщина,русский,специалитет
4478ca53-810d-4689-b5dc-ee9c51f2846d,Программист,23,правая,женщина,"Казахский, русский",специалитет
c6c7bf50-a53c-4b71-8d6b-af3be3156acc,бухгалтер,42,переученный левша,женщина,русский,специалитет
2dfa2ed7-5cc3-46cb-862a-c14512c8a375,инженер,24,правая,женщина,"русский, украинский",специалитет
8d788355-ce03-4c32-acb4-4497f3cb5617,врач,20,правая,женщина,украинский,школа
c5f33ad9-bbb2-484f-8af3-831aa10c6929,Психолог-соцработник,27,левая,женщина,Русский,специалитет
36625916-aac8-43de-a674-9eb5f0bb2cde,диспетчер,20,правая,женщина,русский,школа
b52b9f3f-b729-488c-a3db-29fa30a8cf97,инженер,41,переученный левша,мужчина,русский,специалитет
9b3f6a32-07ce-4752-8677-7d31156dcc92,бухгалтер,44,правая,женщина,русский,специалитет
db3add8a-5df9-492e-856e-27d6c4852daf,Инженер,30,правая,мужчина,Русский,специалитет
5b8ba0c5-bf2e-40ff-8b1a-8d3a67cb2f34,инженер,35,правая,женщина,русский,специалитет
17caa628-14a3-4dd1-9f1e-d93876aab61a,менеджер,44,правая,мужчина,русский,магистратура
e22baf3c-9e12-4fe1-9fef-8bf63fa9e61a,Экономист,27,правая,мужчина,русский,специалитет
3a3bf0cf-e7c0-4076-b688-2f4c7e8ae7e6,слесарь,40,правая,мужчина,русский,средняя школа
76c27fa4-4196-4468-b128-77037845f0ec,военнослужащий,34,правая,мужчина,русский,бакалавриат
a48c83a0-9fe2-46a4-b5a1-785e2a062f96,диспетчер,20,правая,женщина,русский,школа
168f06b6-557b-4152-82bc-24ba3d8e62e6,ЕКОНОМИСТ,31,правая,женщина,РУСКИЙ,магистратура
9a22e5c1-83d9-44f5-8a61-ea72efaaf290,инженер технолог,39,правая,женщина,русский,специалитет
c8402777-0b80-48df-b0c5-ff6e12101247,слесарь,40,правая,мужчина,русский,средняя школа
0cd9a410-5945-4de0-a5a7-dc6818324fc6,Маркетолог,24,правая,женщина,русский,бакалавриат
e0f8bcfa-f782-4f23-81cd-048cd55c4ab7,юрис,18,правая,женщина,русский,бакалавриат
31c5c4d7-9ca7-4baa-a26d-a66a3cc007e2,слесарь,43,правая,мужчина,русский\татарский,средняя школа
3c5d45e6-e91a-49d7-870a-b3127e33bb51,техник,46,правая,мужчина,русский,школа
b36b1634-abba-44b5-8ace-31f34aedaaa0,экономист ж/д транспорта,58,правая,женщина,"русский,украинский",магистратура
09c62ea5-dcd6-4d4e-b5ed-c04950d506e6,инженер,27,владею обеими руками одинаково,мужчина,рус. укр.,бакалавриат
4dca3112-e55b-4e97-8ecd-961d62e97b20,менеджер ресторана,29,правая,мужчина,Русский,специалитет
2e37414a-662f-4b2e-8b6a-f40db8b1fbaa,Рестовратор,28,правая,мужчина,Русский,специалитет
5727c416-2bd7-4f55-87d3-b3c5ad960c79,юрист,37,правая,женщина,русский,магистратура
900df5b7-5a63-462b-9284-f926aa0c74d5,журналист,28,правая,женщина,русский,специалитет
8b24c217-4e2c-4700-baf0-ba40d351b4dc,-,20,правая,мужчина,русский,средняя школа
fd589700-d9b0-460c-8868-710fe1ac4bbf,специалист по социальной работе,31,левая,женщина,русский,магистратура
400dbab0-f3b3-4f63-b1d4-fea914a51c60,Программист,19,правая,женщина,Русский,школа
b3a2596b-d93c-42db-91ca-35c13028c29e,младший воспитатель,44,правая,женщина,русский,школа
33cb5912-f60c-4c35-8c38-44658e971999,бухгалтер,27,правая,женщина,русский,специалитет
8f70494b-99fa-4a4c-a0d5-eb991e8ca5b8,ЕКОНОМИСТ,31,правая,женщина,РУСКИЙ,магистратура
195e44fc-017e-40a9-b04f-93ddcbe50138,менеджер,40,правая,мужчина,русский,средняя школа
776c1c92-03cb-4769-b1c4-c78a3ce45401,студент,20,правая,женщина,русский,школа
aaa54271-9902-4a94-80b0-34530f58e867,эксперт,37,правая,женщина,русский,магистратура
39f7c711-d072-4b6c-b849-dd0ce0fa28dd,бухгалтер,69,правая,женщина,русский,специалитет
7a06fdce-3f82-4065-b22a-369829202766,Филолог,30,правая,женщина,Русский,специалитет
bfcbd23d-189b-41cf-a29a-38a125423a44,экономист,22,правая,женщина,русский,бакалавриат
b5e4865c-97cb-43f4-b04c-f93dcd621628,слесарь,48,правая,мужчина,русский,средняя школа
333a2061-256c-404a-a994-17ef82980e3e,библиотекарь,36,правая,женщина,русский,специалитет
ba93a80f-c3c3-4565-ad43-4ba0dc4083d9,медбрат,30,правая,мужчина,русский,школа
92779831-1d75-4abb-9919-7a800894638d,Студентка филологического факультета БГУ,20,правая,женщина,Русский,школа
85b9ec0c-0463-480e-835d-3f0ea4c65c26,продавец,28,правая,женщина,"татарский,русский",бакалавриат
4fdbcee2-a16b-49aa-acaf-643416c4b215,Инженер,28,правая,женщина,Русский,специалитет
e148ea7c-a6fb-44f6-b03f-2bb268c66762,экономист,42,правая,мужчина,русский,магистратура
e8c3c9cf-0b8e-43ec-acb8-648d63d4931d,Теплоэнергетик,27,правая,женщина,русский,магистратура
dc2ee8db-ca02-4213-a570-675ee5a7c666,библиотекарь,43,правая,женщина,Русский,специалитет
6927c731-0f47-446d-b08f-51d20d860562,автоматизация и компьютерно-интегрированные технологии,23,правая,женщина,"русский, украинский",магистратура
578154ca-44c6-43c2-a98d-d3b3fd17e9b6,документовед,38,переученный левша,женщина,русский,специалитет
1abc161f-21e6-4210-8eaf-a29a3c6934a8,студент,19,правая,женщина,русский,школа
fc941611-b9e3-487e-9103-507c9f936c70,бакалавр,20,правая,женщина,русский,бакалавриат
10b567ba-5e33-4eac-a8f1-3177b0c618aa,педагог,37,переученный левша,женщина,русский,специалитет
a86d5faa-d74d-4c2a-a291-c9a7dc50d608,Офицер.,62,правая,мужчина,"Русский, Украинский.",специалитет
741f0e4c-54f1-40e0-881f-b12bebf9ed40,инженер,27,правая,мужчина,русский,специалитет
eb23c8df-f87e-4d9b-86c9-59006b2bcc06,врач,24,правая,женщина,русский,специалитет
4bdbf1eb-d6b3-425f-8520-8964559bcaa7,слесарь,43,правая,мужчина,русский\татарский,средняя школа
0a22728f-5bac-4022-b066-8684d4977dc4,бухгалтер,59,правая,женщина,русский,магистратура
05d5483c-ce45-4cde-9f6c-c15799a18a4d,Специалист по АФК,34,правая,женщина,Русский,специалитет
0e9b357a-0bfb-4f27-a517-2167c6bc8480,инженер-строитель,40,правая,женщина,"русский, украинский",бакалавриат
bf1f53de-4d6e-4fa9-ae5d-b9c55ba04f06,Экономист,34,правая,мужчина,Русский,бакалавриат
74ac6139-072e-46f6-99f2-df5e9831ec59,будущий специалист по информационной безопасности,20,правая,женщина,русский,школа
b11ab72c-5a82-48ff-8d7b-47d2e65f9c3f,русская,20,правая,женщина,русский,школа
3d3a63ea-f457-49e6-82ae-b6c7e2569f93,учитель,33,правая,женщина,русский,магистратура
f4a2f4a8-78b0-4782-809b-d96e1088f92c,Бухгалтер,37,правая,женщина,"Руский, Украинский",бакалавриат
89e280df-2f77-4e19-a4d3-6a2bac06f030,Программист,18,правая,мужчина,Русский,магистратура
50197da4-02e4-4aad-8876-9388d1c1c2e5,финансы,30,правая,женщина,руский,бакалавриат
99911d5d-cd40-4d26-bb75-121e47f65900,правильщик проката и труб,38,правая,мужчина,русский/английский с учебником,школа
ddffafa9-1c44-455d-afe3-2693d16322d0,Бухгалтер,37,правая,женщина,"Руский, Украинский",бакалавриат
ec401f96-98ce-441d-8b38-5c4ede2093c8,юрист,18,правая,женщина,"русский,английский",бакалавриат
4d0e5fec-a9e1-4775-b21d-1d44b630552a,Программист,22,правая,мужчина,Русский,специалитет
a7474727-f99d-4228-85a3-da86db47a1d2,инженер,59,правая,мужчина,русский,бакалавриат
e82f4176-a50b-4129-9803-d11b6ad76659,Программист,20,правая,женщина,"Русский, украинский",школа
09fde54a-f5c1-44d2-9800-3ee8f57c9a0f,Инженер,28,правая,мужчина,"Русский, Английский",специалитет
9bf34e69-9888-4d41-b714-76e000217f75,специалист,41,правая,мужчина,русский,специалитет
686e983f-41fa-47fe-810a-381c5e02018a,инженер,47,правая,женщина,русский,магистратура
6e9367f2-f4aa-4b09-bad6-935cfd3db672,-,18,правая,женщина,русский,школа
c605bff7-1283-4443-82fa-a0b6ffb8cc66,мед.сестра,41,правая,женщина,русский,специалитет
c47bb01b-fe55-4465-ba8c-38d1c5877f30,литературный работник,27,правая,женщина,русский,специалитет
9a28a977-8a66-4949-beb7-24d720d2e1c7,финансист,31,правая,мужчина,Русский,магистратура
108ef9da-1b1a-473d-b7c2-f72eef927cfe,инженер,39,правая,мужчина,русский,специалитет
75ed8f21-e5d4-47f4-a21b-bb365c5de55c,бухгалтер,70,правая,женщина,русский,специалитет
c861b264-11fc-4a19-9590-472dee6e7c72,менеджер,33,левая,женщина,русский/английский,магистратура
979b925f-2954-41c8-91a5-95e7b0ead3a7,экономист,28,правая,женщина,русский,специалитет
e33bf452-dad6-4e0f-914c-9d5283ec997f,Инженер,32,переученный левша,мужчина,Русский,специалитет
e6c9f22e-e5f0-4248-9ed0-c8289e901c4d,геофизик,33,правая,женщина,русский,специалитет
c3562ae3-02f4-481b-a57c-d5ffeee3d619,инженер-технолог,28,правая,мужчина,русский,специалитет
4080e5f5-f20d-420f-89d5-6e5112ff562f,Филолог,30,правая,женщина,Русский,специалитет
300db102-197f-44bb-9308-a816d596a802,портной,51,правая,женщина,русский,школа
caae37cc-7eeb-40b4-8a90-b9378a725b42,экономист ж/д транспорта,58,правая,женщина,"русский,украинский",магистратура
48b92d88-ef14-4af1-a19e-c3d6f60e2774,Студент,19,правая,женщина,русский,школа
045afb22-0a33-4c48-8310-2f5cd893f43b,инженер,35,правая,женщина,русский,специалитет
229cb749-272f-4186-bf76-ac0fe66fcd2e,"программист, архитектор (IT), тимлид",41,правая,мужчина,русский,магистратура
7be0674f-33e3-4acd-8050-01ba1ac6011c,пока никто,18,правая,мужчина,русский,школа
0c8064f7-1d57-4962-90eb-ed47a358ff28,Помощник руководителя,30,правая,женщина,Русский,бакалавриат
d3664fc5-aa6e-4a68-a9e8-51f142b7fe64,Технолог,20,правая,мужчина,Русский,бакалавриат
e1c77165-14a3-4374-8613-969d2504935f,Переводчик,18,левая,мужчина,Русский,бакалавриат
e1e90971-023d-49fc-b638-b9ff269b95bb,менеджер по туризму,23,правая,женщина,"русский, украинский, английски",магистратура
7fc480f7-8dbc-4b9a-ba26-1f71b50eb4ca,социолог,31,правая,женщина,русский,аспирантура
1d06d23c-bbbf-4171-8904-f287fe9a4a9b,экономист,57,правая,мужчина,русский,бакалавриат
c88e8d9a-16a2-4482-9ee1-18c1e7a432d6,бухгалтер,29,правая,женщина,русский,специалитет
eab1e303-bea3-44ae-94a6-cdfa54e28c51,экономист,30,правая,женщина,русский,специалитет
83a92481-2fe8-462f-b745-54c4a013e9cd,инженер,34,правая,мужчина,русский,специалитет
3242beda-8c6b-4847-83b6-28e412f56fab,пекарь,42,правая,мужчина,"русский, украинский,",средняя школа
affa2953-aafe-4696-9e41-374e05ba9c1b,экономист,34,правая,женщина,русский,бакалавриат
c50c7291-3d9d-416b-a8b5-c5815ec617e6,-,20,правая,женщина,русский латышский,средняя школа
d308f0d7-a7c9-4b93-b8b0-8548dbeca85c,никто,18,правая,женщина,Русский,школа
aaf46f13-aa22-4659-ad79-93bb2d043cce,инженер,23,правая,женщина,русский,бакалавриат
0e067df3-cde0-46de-b139-6a14638864b2,инженер,52,правая,женщина,русский,специалитет
ae28065e-c743-4238-b889-6e799ff15c1f,студент,20,правая,женщина,русский,школа
082191ba-90f1-433c-988d-f683993209f9,-,19,правая,женщина,русский,школа
989e1a81-3c8f-43bc-be98-745f9e44d499,оператор,42,правая,мужчина,Русский,бакалавриат
985d0f19-d8ea-4526-82b0-6b6e055632e8,дизайнер,22,правая,женщина,русский,специалитет
b03f4df1-ef7d-4373-88a5-183bf4799b4d,товаровед,27,правая,женщина,русский,бакалавриат
d25fcf0d-22c4-4db1-9a08-9f606a92c5a0,тренер,21,правая,мужчина,русский,бакалавриат
c2828949-aeb8-425f-a3bd-d0467f45ad88,Программист,23,правая,женщина,"Казахский, русский",специалитет
16b1f03e-2128-4137-8908-8e3971988950,Логист,19,правая,мужчина,Русский,средняя школа
b05b9cc0-9aa5-4491-bb19-7e798e122ac4,делопроизводитель,33,правая,женщина,русский,специалитет
11801909-6a57-48dc-aeea-729740853bd3,декоратор,37,правая,женщина,русский,средняя школа
c50db3fe-35c1-45bc-bf1f-f0d7ef850e5a,преподаватель,28,правая,мужчина,русский,аспирантура
d1c895aa-53fa-4759-8594-a725de2c3646,экономист,50,правая,женщина,русский,бакалавриат
d7d6ab61-8f98-4548-a3e8-7aca7ddaa42a,оператор азс,39,правая,мужчина,русский,средняя школа
05e75a3c-75ec-4e17-b010-71a01a3dfa21,оператор эвм,31,правая,мужчина,русский,специалитет
1d264776-7fed-4cb5-8c53-7642c528dfdb,менеджер,34,правая,женщина,русский,бакалавриат
e5cea5f6-5e48-4ce4-9682-c12747dfa9f9,энергетик,26,правая,мужчина,"русский, белоруский",специалитет
ce33c8ac-2b63-4c5e-ac39-06574cbd434c,социолог,24,левая,женщина,русский,бакалавриат
7d96e3e4-026c-4ec1-ba19-ecb10056cd98,студент,19,правая,женщина,Русский,средняя школа
983554c7-45e0-4373-84df-72c1b24ba263,инженер,31,правая,женщина,русский,специалитет
fbe247e5-3f05-447d-8739-f8c37dfcb7a7,русская,40,правая,женщина,русский,бакалавриат
eaf31a57-19c1-4afd-8caa-fb53934d1a07,it,27,правая,мужчина,русский,бакалавриат
d21db29d-b2bb-4ab3-9a34-a130f93b7665,документовед,38,переученный левша,женщина,русский,специалитет
bd44bc5a-d63a-496d-88e3-97a28fc61933,бухгалтер,21,правая,женщина,русский,бакалавриат
10e4d517-b32f-4c50-88ce-bb90122c2dac,биолог,38,правая,мужчина,русский,аспирантура
554bec24-1250-47a2-9f82-c72d6840ed49,Графический дизайнер,21,левая,мужчина,"русский, украинский, татарский",бакалавриат
7bd64f7f-51fb-4a17-84e2-7c6df4deb7a0,повар,26,правая,мужчина,русский,школа
da686c01-b053-4260-be89-b909898441af,студент,18,правая,мужчина,"русский, английский",средняя школа
eca6ef93-0566-4bbc-9745-d9755ff799a3,экономист,54,правая,мужчина,русский,бакалавриат
ecca68a3-09b4-407f-b322-100b0e3def4c,"спонтанный, предпринимательский, инновационный",33,правая,мужчина,турецкий,аспирантура
75234ddc-6a91-4f54-9735-e3e8afde4365,Педагог,29,владею обеими руками одинаково,женщина,русский,специалитет
7f2ff78c-011e-461a-a891-85be4ad0aaa6,экономист,56,правая,женщина,нусский,специалитет
fe4c8829-8a77-4750-8b84-1039840636e3,Продавец,36,правая,женщина,Русский,средняя школа
92c25013-07bb-4fa3-a119-b21c0113e1fe,бухгалтер,59,правая,женщина,русский,магистратура
4bd16790-0bdd-4e84-84ef-e92da2ec9298,радиоинженер,40,правая,мужчина,русский,магистратура
817899c2-7a42-49bf-8dfa-2804ee8d3be6,учитель физкультуры,61,правая,мужчина,русский,магистратура
9e09cce1-dfa9-4719-a53e-0855748cf2ab,Водитель пгрузчика,23,правая,мужчина,Русский,специалитет
6685c835-d901-47a4-bd38-eb810174fd91,Системный инженер,32,правая,мужчина,Русский,специалитет
a5198364-0a55-4866-8162-03e95f02c3bd,военный,44,правая,мужчина,русский,специалитет
876986ff-c75e-4a0d-9140-2ed0025e6fbb,учитель начальных классов,45,правая,женщина,русский,специалитет
4a107d3c-d411-4202-98b1-e8b4a4c02a53,студент,20,левая,женщина,"русский, английский",средняя школа
438aa12c-1bad-4b32-9bee-6ee3d81518ec,бухгалтер,40,правая,мужчина,русский,специалитет
f0b40e20-da86-490e-836f-5db3666f8a00,Инженер,44,правая,мужчина,Русский,бакалавриат
dd38ab2d-2122-441c-bb45-d92408217d87,нету специальности,18,левая,мужчина,русский,школа
90a9577d-6c60-40ba-9503-897cd4467f23,эколог,18,правая,мужчина,"русский/немецкий, английский",средняя школа
e3cbac1c-d0c0-4f53-bf93-40e7d659737c,педагог,36,правая,женщина,русский язык,бакалавриат
bd44c5f8-5f7e-43ab-97e0-2900d16c40fd,экономист,30,правая,женщина,русский,специалитет
531f7b53-dc1a-484a-90c9-6a0053cf0c84,программист,40,владею обеими руками одинаково,женщина,русский,магистратура
ad3c02fd-8ec9-4764-bace-8e6429c27071,нет,26,правая,женщина,русский язык,средняя школа
7f0100e1-2b1f-4abd-b517-6fcb8867b59b,логист,31,правая,женщина,русский,специалитет
4a676deb-d6b6-42d9-9ea2-25b747ac4323,бухгалтер,44,правая,женщина,русский,специалитет
88c5bc1b-e6a8-4f33-adf4-c7a4cf143019,инженер,45,правая,мужчина,русский,магистратура
e37c5dd6-708b-4d40-9cb5-2a929a74b011,филолог,21,правая,женщина,русский,бакалавриат
98efe4ac-96eb-454d-9424-f45d93a4ebbd,химик-инженер,19,переученный левша,женщина,русский,бакалавриат
058ed01e-f1d6-4527-918c-362bfdd2da26,никто,24,правая,женщина,русский,бакалавриат
c65ff557-bad6-4786-bc17-e9ea715bd618,инженер-эколог,35,правая,женщина,русский,специалитет
1ff31dbf-473c-476e-a268-17b31701ffed,инженер,44,правая,женщина,русский,специалитет
5e956d9f-a2bb-417a-9a75-7061c217b0c1,лингвист,39,левая,женщина,русский,бакалавриат
c38aa95c-efee-4e0d-b0cf-61326f219b25,мастер проф. обучения по отраслям-техник,30,правая,мужчина,русский,бакалавриат
35711f6e-d825-4452-9680-48a620f2b251,НИКТО,20,правая,мужчина,РУССКИЙ,средняя школа
4baf59ed-26bd-4bd7-8911-a2f509fc4cac,психолог,25,правая,женщина,русский,специалитет
9dfd9ee6-84c6-48a2-89ed-6560dd2b4504,повар,29,правая,мужчина,русский,специалитет
35f5297d-620c-4bd9-ab0d-5e32fab312ac,инженер,58,правая,женщина,русский,специалитет
bf101339-015f-4edb-b7a6-017e330f9d2b,административный работник,61,правая,женщина,русская,специалитет
f5b2dc20-e5dd-4602-a252-facb8e97f0de,менеджер,49,правая,женщина,русский,специалитет
58ced7a4-2838-4244-9f71-ab7023bed08a,лингвист,21,переученный левша,женщина,русский,бакалавриат
9b2b009c-c137-497c-a487-8b2160178e7b,помощник руководителя,37,правая,женщина,русский,бакалавриат
3cb5964b-8119-4244-855e-c4bb6beb97bb,Программист,19,правая,мужчина,Русский,школа
4a2640d8-f13f-4432-b254-781d99dd7dcd,учитель,23,правая,женщина,русский,бакалавриат
9e629be0-af4e-4828-b295-6db08c1b869e,преподаватель истории и обществознания,33,правая,женщина,русский,бакалавриат
23feb5b4-39e8-4bbf-a84e-720f83a04562,студент-юрист,18,правая,женщина,укр/рос,школа
596f3535-c27e-4a1b-9ccd-f8da6a5854d9,Фельдшер,19,правая,женщина,"Русский, украинский",специалитет
ff22b132-8579-4b5d-b03c-f15aa0b9234f,химик-технолог,21,переученный левша,женщина,русский татарский,бакалавриат
ffd3c2ca-330f-4d72-9b2c-671d418d2675,Преподаватель,30,правая,женщина,Русский,средняя школа
ad33cd63-112e-4a0f-8281-c69dc72f6b47,педагог,28,правая,женщина,русский,магистратура
3e56720d-22f1-4548-a3e6-f0f171363cd6,педагог и экономист-менеджер,50,правая,женщина,русский,бакалавриат
7df87bb3-8839-4f2d-8be7-2f9702a080bd,лингвист,18,правая,женщина,русский,средняя школа
ab276424-d92e-49ef-b7d3-9512835ef02d,экономист,32,правая,женщина,русский,специалитет
5dce8f89-6cab-46af-8c48-6e75ca895db6,Домохозяйка,33,правая,женщина,Украинский,школа
aa3ebbcb-7d81-419d-ab7e-b46d39e76326,домохозяйка,40,владею обеими руками одинаково,женщина,русский,средняя школа
afebd720-34b3-4839-b16c-210480feede1,студент,18,правая,мужчина,русский,средняя школа
7503050c-6318-46fe-8387-fca5cd377525,слесарь,39,правая,мужчина,русский,средняя школа
28a98bc2-f42a-4d57-a279-cffbc6dbf7b8,экономист,28,правая,женщина,русский,специалитет
fda4e966-25e9-4af8-839c-0480efdb10b3,инженер,55,правая,женщина,русский,магистратура
b420a7c7-690e-4c6d-9706-9a71fedc6efd,инженер,38,правая,мужчина,русский,магистратура
65417bf9-a47e-47c1-9a3d-1af9f9b91a1d,инженер-механик,68,правая,женщина,русский,специалитет
8d3be079-2dbd-41b7-ad7b-5659fddf72bb,менеджмент организаций,35,правая,мужчина,русский,бакалавриат
74db1fb4-5662-48d4-9782-3ccaae6c89d0,экономист,46,правая,женщина,русский,магистратура
26bf1ce0-0445-4621-9cad-b9c67220802b,студент,22,правая,женщина,русский,школа
136e8232-5c2e-47e3-9334-06eb3a40dc62,тракторист,39,правая,мужчина,русский,средняя школа
c7e420f7-ecf1-4360-abed-86ec0d65d761,Домохозяйка,33,правая,женщина,Украинский,школа
db294323-2e1d-415d-8036-2273c0fd11ba,учитель,41,правая,мужчина,русский,специалитет
612bac87-ae62-49c2-8b4a-987080cff16d,экономист,28,правая,женщина,русский,специалитет
654f983e-6c1e-4e86-b7f2-34e33bcd20e7,домохозяйка,40,владею обеими руками одинаково,женщина,русский,школа
6bc068d0-b42e-4418-936a-84bab2447ffe,никто,51,правая,мужчина,русский,средняя школа
91c0e3db-90f5-4cda-85b5-ec915d4dde31,инженер-эколог,22,правая,женщина,русский,бакалавриат
9225da7a-05d9-450e-8747-71de7976ab25,математик,54,правая,женщина,русский,аспирантура
d0f7cae0-6534-4fd0-8c2d-f49aec835bf1,экономист,57,правая,мужчина,русский,бакалавриат
4e0bc49c-23bc-4b73-8518-9f870c01cb20,экономст,43,правая,женщина,русский,бакалавриат
98f3c0a7-f8f0-4055-bb95-0943ac6762b2,программист,22,правая,женщина,русский,бакалавриат
8a388edb-f2e9-428a-bafc-d54e7bf79e49,Юрист,26,правая,женщина,Русский,бакалавриат
4419bf26-cf16-49e3-83dd-10e4f0823289,продавец-кассир,37,правая,женщина,русский,средняя школа
e8c18763-b09f-4518-8119-1cbcc8e638dc,журналист,69,правая,мужчина,Русский,специалитет
95161340-5786-4615-87d2-c601fb03d21a,Автомеханик,21,правая,мужчина,русски,специалитет
07ecf124-1d89-4d6f-9867-229a093cdbd3,инженер-технолог,43,правая,мужчина,русский,специалитет
10d2a02c-13da-465e-89b2-0a08a1995b56,мастер маникюра,27,правая,женщина,русский,средняя школа
5a8a7c5d-d154-4f6d-83bc-7200b78a8704,экономист,40,правая,женщина,русский,специалитет
6d7880fd-801c-47af-a425-67ea7d5aab02,инженер,45,правая,мужчина,русский/украинский/английский,специалитет
0953d195-6bf5-4522-a60e-8048c55e2cd7,дизайнер,33,левая,женщина,русский,специалитет
d7a90d93-c513-46bd-8b89-f5376ddd63ca,библиотековед,26,правая,женщина,русский,специалитет
b50739bb-8cd2-42dc-85dc-cc580bdb2101,учитель,65,правая,женщина,русский,магистратура
240c3c45-e087-4ca3-bc78-4fb86466dc27,инженер,56,правая,мужчина,русский,специалитет
e977e760-c271-4803-b1ee-ab719178ce9f,Педагог,48,правая,женщина,Русский,специалитет
5ab60b78-6147-41a1-a83f-9d57dc05e034,инженер,52,правая,мужчина,русский,бакалавриат
6c52d495-88c3-40c1-8831-1c3a119e03bf,программист,24,правая,женщина,Русский,магистратура
30b91fb0-9970-4c0f-b6c5-15d4d9cb6bd7,машинист двс,41,правая,мужчина,русский,школа
411e08b2-ebeb-4de9-8cf6-37401cb00c1c,Юрист,33,правая,женщина,Русский,специалитет
b8d87ef7-8044-484b-bcb4-45520838a308,таможенник,19,правая,женщина,русский,школа
2b6bcfe4-1ad6-4f2c-b138-d596e433c500,педагог,49,правая,женщина,русский,специалитет
11954660-0583-4fe9-b6ed-9b4d04aae2c8,рабочий,34,правая,мужчина,русский,средняя школа
402daf9c-1e39-407c-939f-014e70500565,безработный,38,правая,мужчина,русский,специалитет
17fb0102-a077-4d6e-89d8-cefa4f9fe1ac,рамщик,36,правая,мужчина,русский,средняя школа
d42cef1f-e339-45ac-8e79-d9c73592bad7,финансист,31,правая,мужчина,русский,магистратура
00663940-1023-4aa1-8f08-cf7d93854a79,студенты,18,правая,женщина,русский,школа
dfc98026-fcc3-442c-a104-3e4e55cb35d9,никто,19,правая,женщина,русский,школа
be50c171-bf6b-4eac-9ec4-aa881b60a77a,маркетолог,27,правая,женщина,"русский,украинский",магистратура
79ff29ad-5dd9-42f3-9bd9-ec9b81a1738e,аналитик,23,левая,женщина,русский,магистратура
6c54865e-ab57-4971-aa7f-7c818f8e6287,библиотекарь,37,правая,женщина,русский,специалитет
e4839bc2-b08b-465a-9b93-012c4403e4fc,инженер,29,правая,женщина,русский,специалитет
4abc2624-3f48-425e-b960-5e89b11b5875,психолог,28,правая,женщина,русский,специалитет
eaa0f41f-53d0-464f-9fab-746eab75cffd,электромеханик,60,правая,мужчина,"русский,украинский",бакалавриат
6c0f21fe-a41a-4194-9833-3ec6cd8b7e17,инженер-экономист,58,правая,мужчина,русский,бакалавриат
33f23998-7d69-4c13-affa-1551db274391,инженер,29,правая,женщина,русский,специалитет
32159be1-d7d7-44bf-8498-1660e7f9030b,Дошкольное воспитание,20,владею обеими руками одинаково,женщина,"Украинский,русский",бакалавриат
edf563ac-beb6-40ca-af20-960a94a0ed47,рамщик,36,правая,мужчина,русский,средняя школа
e943ef6c-bf75-4677-91be-61d4702249d6,инженер,27,правая,женщина,русский,магистратура
00aadb9a-dd99-457d-b496-bdc2a0374ea0,экономист,30,правая,женщина,Русский,специалитет
